<br.com.caelum.vraptor.http.DefaultResourceTranslator: br.com.caelum.vraptor.resource.ResourceMethod translate(br.com.caelum.vraptor.core.RequestInfo)>/request#_48
<br.com.caelum.vraptor.http.ognl.AbstractOgnlTestSupport: void configOgnl(br.com.caelum.vraptor.core.Converters)>/@parameter0
<br.com.caelum.vraptor.interceptor.DeserializingInterceptor: void intercept(br.com.caelum.vraptor.core.InterceptorStack,br.com.caelum.vraptor.resource.ResourceMethod,java.lang.Object)>/@parameter0
<ognl.OgnlRuntime: boolean setFieldValue(ognl.OgnlContext,java.lang.Object,java.lang.String,java.lang.Object)>/@parameter0
<ognl.OgnlRuntime: boolean setFieldValue(ognl.OgnlContext,java.lang.Object,java.lang.String,java.lang.Object)>/@parameter1
<ognl.OgnlRuntime: boolean isMethodAccessible(ognl.OgnlContext,java.lang.Object,java.lang.reflect.Method,java.lang.String)>/@parameter0
<ognl.OgnlRuntime: boolean isMethodAccessible(ognl.OgnlContext,java.lang.Object,java.lang.reflect.Method,java.lang.String)>/@parameter1
<ognl.OgnlRuntime: java.lang.reflect.Method getSetMethod(ognl.OgnlContext,java.lang.Class,java.lang.String)>/@parameter0
<com.thoughtworks.xstream.XStream: java.lang.String toXML(java.lang.Object)>/@parameter0
<com.thoughtworks.xstream.XStream: void toXML(java.lang.Object,java.io.Writer)>/@parameter0
<com.thoughtworks.xstream.XStream: void marshal(java.lang.Object,com.thoughtworks.xstream.io.HierarchicalStreamWriter)>/@parameter0
<com.thoughtworks.xstream.XStream: void marshal(java.lang.Object,com.thoughtworks.xstream.io.HierarchicalStreamWriter,com.thoughtworks.xstream.converters.DataHolder)>/@parameter0
<net.vidageek.mirror.get.DefaultGetterHandler: void <init>(net.vidageek.mirror.provider.ReflectionProvider,java.lang.Object)>/@parameter1
<ognl.enhance.ExpressionCompiler: java.lang.String getCastString(java.lang.Class)>/@parameter0
<ognl.enhance.ExpressionCompiler: java.lang.String getRootExpression(ognl.Node,java.lang.Object,ognl.OgnlContext)>/@parameter1
<br.com.caelum.vraptor.ioc.spring.DefaultSpringLocator: org.springframework.web.context.ConfigurableWebApplicationContext getApplicationContext(javax.servlet.ServletContext)>/@parameter0
<org.apache.commons.fileupload.servlet.ServletFileUpload: boolean isMultipartContent(javax.servlet.http.HttpServletRequest)>/@parameter0
<org.apache.commons.fileupload.servlet.ServletFileUpload: java.util.List parseRequest(javax.servlet.http.HttpServletRequest)>/@parameter0
<br.com.caelum.vraptor.http.ognl.OgnlFacade: void <init>(br.com.caelum.vraptor.core.Converters,br.com.caelum.vraptor.http.ognl.EmptyElementsRemoval,br.com.caelum.vraptor.proxy.Proxifier)>/@parameter0
<br.com.caelum.vraptor.view.DefaultLogicResult: void <init>(br.com.caelum.vraptor.proxy.Proxifier,br.com.caelum.vraptor.http.route.Router,br.com.caelum.vraptor.http.MutableRequest,br.com.caelum.vraptor.http.MutableResponse,br.com.caelum.vraptor.ioc.Container,br.com.caelum.vraptor.view.PathResolver,br.com.caelum.vraptor.interceptor.TypeNameExtractor,br.com.caelum.vraptor.view.FlashScope,br.com.caelum.vraptor.core.MethodInfo)>/@parameter1
<br.com.caelum.vraptor.view.DefaultLogicResult: void <init>(br.com.caelum.vraptor.proxy.Proxifier,br.com.caelum.vraptor.http.route.Router,br.com.caelum.vraptor.http.MutableRequest,br.com.caelum.vraptor.http.MutableResponse,br.com.caelum.vraptor.ioc.Container,br.com.caelum.vraptor.view.PathResolver,br.com.caelum.vraptor.interceptor.TypeNameExtractor,br.com.caelum.vraptor.view.FlashScope,br.com.caelum.vraptor.core.MethodInfo)>/@parameter2
<br.com.caelum.vraptor.view.DefaultLogicResult: void <init>(br.com.caelum.vraptor.proxy.Proxifier,br.com.caelum.vraptor.http.route.Router,br.com.caelum.vraptor.http.MutableRequest,br.com.caelum.vraptor.http.MutableResponse,br.com.caelum.vraptor.ioc.Container,br.com.caelum.vraptor.view.PathResolver,br.com.caelum.vraptor.interceptor.TypeNameExtractor,br.com.caelum.vraptor.view.FlashScope,br.com.caelum.vraptor.core.MethodInfo)>/@parameter3
<br.com.caelum.vraptor.view.DefaultLogicResult: void <init>(br.com.caelum.vraptor.proxy.Proxifier,br.com.caelum.vraptor.http.route.Router,br.com.caelum.vraptor.http.MutableRequest,br.com.caelum.vraptor.http.MutableResponse,br.com.caelum.vraptor.ioc.Container,br.com.caelum.vraptor.view.PathResolver,br.com.caelum.vraptor.interceptor.TypeNameExtractor,br.com.caelum.vraptor.view.FlashScope,br.com.caelum.vraptor.core.MethodInfo)>/@parameter4
<br.com.caelum.vraptor.view.DefaultLogicResult: void <init>(br.com.caelum.vraptor.proxy.Proxifier,br.com.caelum.vraptor.http.route.Router,br.com.caelum.vraptor.http.MutableRequest,br.com.caelum.vraptor.http.MutableResponse,br.com.caelum.vraptor.ioc.Container,br.com.caelum.vraptor.view.PathResolver,br.com.caelum.vraptor.interceptor.TypeNameExtractor,br.com.caelum.vraptor.view.FlashScope,br.com.caelum.vraptor.core.MethodInfo)>/@parameter5
<br.com.caelum.vraptor.view.DefaultLogicResult: void <init>(br.com.caelum.vraptor.proxy.Proxifier,br.com.caelum.vraptor.http.route.Router,br.com.caelum.vraptor.http.MutableRequest,br.com.caelum.vraptor.http.MutableResponse,br.com.caelum.vraptor.ioc.Container,br.com.caelum.vraptor.view.PathResolver,br.com.caelum.vraptor.interceptor.TypeNameExtractor,br.com.caelum.vraptor.view.FlashScope,br.com.caelum.vraptor.core.MethodInfo)>/@parameter6
<br.com.caelum.vraptor.view.DefaultLogicResult: void <init>(br.com.caelum.vraptor.proxy.Proxifier,br.com.caelum.vraptor.http.route.Router,br.com.caelum.vraptor.http.MutableRequest,br.com.caelum.vraptor.http.MutableResponse,br.com.caelum.vraptor.ioc.Container,br.com.caelum.vraptor.view.PathResolver,br.com.caelum.vraptor.interceptor.TypeNameExtractor,br.com.caelum.vraptor.view.FlashScope,br.com.caelum.vraptor.core.MethodInfo)>/@parameter7
<br.com.caelum.vraptor.restfulie.serialization.LinkConverter: void <init>(com.thoughtworks.xstream.converters.Converter,br.com.caelum.vraptor.restfulie.Restfulie,br.com.caelum.vraptor.config.Configuration)>/@parameter1
<br.com.caelum.vraptor.restfulie.serialization.LinkConverter: void <init>(com.thoughtworks.xstream.converters.Converter,br.com.caelum.vraptor.restfulie.Restfulie,br.com.caelum.vraptor.config.Configuration)>/@parameter2
<br.com.caelum.vraptor.http.iogi.VRaptorInstantiator$VRaptorTypeConverter: void <init>(br.com.caelum.vraptor.http.iogi.VRaptorInstantiator,br.com.caelum.vraptor.core.Converters)>/@parameter1
<br.com.caelum.vraptor.serialization.gson.adapters.MessageSerializer: com.google.gson.JsonElement serialize(br.com.caelum.vraptor.validator.Message,java.lang.reflect.Type,com.google.gson.JsonSerializationContext)>/@parameter1
<br.com.caelum.vraptor.serialization.gson.adapters.MessageSerializer: com.google.gson.JsonElement serialize(br.com.caelum.vraptor.validator.Message,java.lang.reflect.Type,com.google.gson.JsonSerializationContext)>/@parameter2
<br.com.caelum.vraptor.util.extjs.DefaultExtJson: void <init>(javax.servlet.http.HttpServletResponse,br.com.caelum.vraptor.interceptor.TypeNameExtractor,br.com.caelum.vraptor.serialization.ProxyInitializer)>/@parameter0
<br.com.caelum.vraptor.util.extjs.DefaultExtJson: void <init>(javax.servlet.http.HttpServletResponse,br.com.caelum.vraptor.interceptor.TypeNameExtractor,br.com.caelum.vraptor.serialization.ProxyInitializer)>/@parameter1
<br.com.caelum.vraptor.restfulie.headers.DefaultRestHeadersHandler: void <init>(javax.servlet.http.HttpServletResponse,br.com.caelum.vraptor.restfulie.headers.RestDefaults)>/@parameter0
<br.com.caelum.vraptor.restfulie.headers.DefaultRestHeadersHandler: void <init>(javax.servlet.http.HttpServletResponse,br.com.caelum.vraptor.restfulie.headers.RestDefaults)>/@parameter1
<br.com.caelum.vraptor.restfulie.headers.DefaultRestHeadersHandler: void handle(br.com.caelum.vraptor.restfulie.hypermedia.HypermediaResource)>/@parameter0
<br.com.caelum.vraptor.view.LinkToHandler: void <init>(javax.servlet.ServletContext,br.com.caelum.vraptor.http.route.Router)>/@parameter0
<br.com.caelum.vraptor.view.LinkToHandler: void <init>(javax.servlet.ServletContext,br.com.caelum.vraptor.http.route.Router)>/@parameter1
<br.com.caelum.vraptor.VRaptor$1: void <init>(br.com.caelum.vraptor.VRaptor,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>/@parameter1
<br.com.caelum.vraptor.VRaptor$1: void <init>(br.com.caelum.vraptor.VRaptor,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>/@parameter2
<br.com.caelum.vraptor.ioc.guice.SessionCustomScope: void registerDestroyListener(br.com.caelum.vraptor.ioc.guice.LifecycleListener)>/@parameter0
<br.com.caelum.vraptor.ioc.guice.SessionCustomScope: void start(javax.servlet.http.HttpSession)>/@parameter0
<br.com.caelum.vraptor.ioc.guice.SessionCustomScope: void stop(javax.servlet.http.HttpSession)>/@parameter0
<com.google.inject.util.Providers$1: void <init>(java.lang.Object)>/@parameter0
<br.com.caelum.vraptor.ioc.spring.SpringBasedContainer: void start(javax.servlet.ServletContext)>/@parameter0
<ognl.ArrayPropertyAccessor: void setProperty(java.util.Map,java.lang.Object,java.lang.Object,java.lang.Object)>/@parameter0
<br.com.caelum.vraptor.config.BasicConfiguration: void <init>(javax.servlet.ServletContext)>/@parameter0
<br.com.caelum.vraptor.test.HttpSessionMock: void <init>(javax.servlet.ServletContext,java.lang.String)>/@parameter0
<br.com.caelum.vraptor.serialization.gson.GsonJSONSerializationTest$Bazinga: void <init>(org.hibernate.proxy.HibernateProxy)>/@parameter0
<br.com.caelum.vraptor.http.WebXmlEncodingHandler: void setEncoding(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>/@parameter0
<br.com.caelum.vraptor.http.WebXmlEncodingHandler: void setEncoding(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>/@parameter1
<javax.servlet.jsp.jstl.core.Config: java.lang.Object get(javax.servlet.ServletRequest,java.lang.String)>/@parameter0
<javax.servlet.jsp.jstl.core.Config: java.lang.Object get(javax.servlet.ServletContext,java.lang.String)>/@parameter0
<br.com.caelum.vraptor.view.DefaultLogicResultTest$TheComponent: void <init>(br.com.caelum.vraptor.view.DefaultLogicResultTest,br.com.caelum.vraptor.Result)>/@parameter1
<br.com.caelum.vraptor.view.DefaultLogicResult$2: java.lang.Object intercept(java.lang.Object,java.lang.reflect.Method,java.lang.Object[],br.com.caelum.vraptor.proxy.SuperMethod)>/$stack10
<br.com.caelum.vraptor.view.DefaultLogicResult$2: java.lang.Object intercept(java.lang.Object,java.lang.reflect.Method,java.lang.Object[],br.com.caelum.vraptor.proxy.SuperMethod)>/$stack13
<br.com.caelum.vraptor.view.DefaultLogicResult$2: java.lang.Object intercept(java.lang.Object,java.lang.reflect.Method,java.lang.Object[],br.com.caelum.vraptor.proxy.SuperMethod)>/$stack24
<org.mockito.Mockito: java.lang.Object verify(java.lang.Object)>/$stack3
<org.mockito.Mockito: java.lang.Object verify(java.lang.Object,org.mockito.verification.VerificationMode)>/$stack3
<br.com.caelum.vraptor.view.DefaultLogicResult$1: java.lang.Object intercept(java.lang.Object,java.lang.reflect.Method,java.lang.Object[],br.com.caelum.vraptor.proxy.SuperMethod)>/$stack20
<br.com.caelum.vraptor.view.DefaultLogicResult$1: java.lang.Object intercept(java.lang.Object,java.lang.reflect.Method,java.lang.Object[],br.com.caelum.vraptor.proxy.SuperMethod)>/$stack46
<br.com.caelum.vraptor.view.DefaultLogicResult$1: java.lang.Object intercept(java.lang.Object,java.lang.reflect.Method,java.lang.Object[],br.com.caelum.vraptor.proxy.SuperMethod)>/$stack48
<br.com.caelum.vraptor.view.DefaultLogicResult$1: java.lang.Object intercept(java.lang.Object,java.lang.reflect.Method,java.lang.Object[],br.com.caelum.vraptor.proxy.SuperMethod)>/$stack29
<br.com.caelum.vraptor.view.DefaultLogicResult$1: java.lang.Object intercept(java.lang.Object,java.lang.reflect.Method,java.lang.Object[],br.com.caelum.vraptor.proxy.SuperMethod)>/$stack32
<br.com.caelum.vraptor.view.DefaultLogicResult$1: java.lang.Object intercept(java.lang.Object,java.lang.reflect.Method,java.lang.Object[],br.com.caelum.vraptor.proxy.SuperMethod)>/$stack38
<ognl.SimpleNode: boolean lastChild(ognl.OgnlContext)>/$stack3
<br.com.caelum.vraptor.restfulie.relation.DefaultRelationBuilder$WithNameImpl$1: java.lang.Object intercept(java.lang.Object,java.lang.reflect.Method,java.lang.Object[],br.com.caelum.vraptor.proxy.SuperMethod)>/$stack13
<org.mockito.internal.InOrderImpl: java.lang.Object verify(java.lang.Object)>/$stack3
<org.mockito.internal.InOrderImpl: java.lang.Object verify(java.lang.Object,org.mockito.verification.VerificationMode)>/$stack9
<ognl.ASTChain: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack107
<br.com.caelum.vraptor.scan.JavassistBootstrapGeneratorTest$1: java.lang.Void call()>/$stack10
<br.com.caelum.vraptor.view.DefaultStatus$1: java.lang.Object intercept(java.lang.Object,java.lang.reflect.Method,java.lang.Object[],br.com.caelum.vraptor.proxy.SuperMethod)>/$stack7
<br.com.caelum.vraptor.validator.DefaultValidator$LocalizationSupplier: java.util.ResourceBundle get()>/$stack2
<br.com.caelum.vraptor.ioc.AbstractComponentRegistryTest$1: void register(java.lang.Class,java.lang.Class)>/$stack4
<ognl.ASTProperty: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack209
<ognl.ASTProperty: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack193
<ognl.ASTVarRef: java.lang.Object getValueBody(ognl.OgnlContext,java.lang.Object)>/$stack4
<br.com.caelum.vraptor.http.ognl.OgnlParametersProvider: java.lang.Object[] getParametersFor(br.com.caelum.vraptor.resource.ResourceMethod,java.util.List,java.util.ResourceBundle)>/$stack25
<br.com.caelum.vraptor.http.ognl.OgnlParametersProvider: java.lang.Object createParameter(br.com.caelum.vraptor.http.ognl.OgnlParametersProvider$Parameter,java.util.Map,java.util.ResourceBundle,java.util.List)>/$stack25
<br.com.caelum.vraptor.view.DefaultPageResult$1: java.lang.Object intercept(java.lang.Object,java.lang.reflect.Method,java.lang.Object[],br.com.caelum.vraptor.proxy.SuperMethod)>/$stack7
<br.com.caelum.vraptor.view.DefaultPageResult$1: java.lang.Object intercept(java.lang.Object,java.lang.reflect.Method,java.lang.Object[],br.com.caelum.vraptor.proxy.SuperMethod)>/$stack9
<ognl.enhance.ExpressionCompiler: java.lang.String castExpression(ognl.OgnlContext,ognl.Node,java.lang.String)>/$stack26
<br.com.caelum.vraptor.http.iogi.VRaptorInstantiator$VRaptorTypeConverter: java.lang.Object instantiate(br.com.caelum.iogi.reflection.Target,br.com.caelum.iogi.parameters.Parameters)>/$stack9
<br.com.caelum.vraptor.http.iogi.VRaptorInstantiator$VRaptorTypeConverter: java.lang.Object setPropertiesAfterConversions(br.com.caelum.iogi.reflection.Target,br.com.caelum.iogi.parameters.Parameters)>/$stack12
<br.com.caelum.vraptor.interceptor.FlashInterceptor$1: void beforeRedirect()>/$stack4
<br.com.caelum.vraptor.interceptor.FlashInterceptor$1: void beforeRedirect()>/$stack8
<br.com.caelum.vraptor.view.LinkToHandler$Linker: java.lang.String toString()>/$stack8
<br.com.caelum.vraptor.view.LinkToHandler$Linker: java.lang.String toString()>/$stack12
<javax.servlet.http.HttpServletRequestWrapper: java.lang.String getAuthType()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: javax.servlet.http.Cookie[] getCookies()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: long getDateHeader(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletRequestWrapper: java.lang.String getHeader(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletRequestWrapper: java.util.Enumeration getHeaders(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletRequestWrapper: java.util.Enumeration getHeaderNames()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: int getIntHeader(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletRequestWrapper: java.lang.String getMethod()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: java.lang.String getPathInfo()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: java.lang.String getPathTranslated()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: java.lang.String getContextPath()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: java.lang.String getQueryString()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: java.lang.String getRemoteUser()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: boolean isUserInRole(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletRequestWrapper: java.security.Principal getUserPrincipal()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: java.lang.String getRequestedSessionId()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: java.lang.String getRequestURI()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: java.lang.StringBuffer getRequestURL()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: java.lang.String getServletPath()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: javax.servlet.http.HttpSession getSession(boolean)>/$stack2
<javax.servlet.http.HttpServletRequestWrapper: javax.servlet.http.HttpSession getSession()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: boolean isRequestedSessionIdValid()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: boolean isRequestedSessionIdFromCookie()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: boolean isRequestedSessionIdFromURL()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: boolean isRequestedSessionIdFromUrl()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: boolean authenticate(javax.servlet.http.HttpServletResponse)>/$stack2
<javax.servlet.http.HttpServletRequestWrapper: void login(java.lang.String,java.lang.String)>/$stack3
<javax.servlet.http.HttpServletRequestWrapper: void logout()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: java.util.Collection getParts()>/$stack1
<javax.servlet.http.HttpServletRequestWrapper: javax.servlet.http.Part getPart(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletResponseWrapper: void addCookie(javax.servlet.http.Cookie)>/$stack2
<javax.servlet.http.HttpServletResponseWrapper: boolean containsHeader(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletResponseWrapper: java.lang.String encodeURL(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletResponseWrapper: java.lang.String encodeRedirectURL(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletResponseWrapper: java.lang.String encodeUrl(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletResponseWrapper: java.lang.String encodeRedirectUrl(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletResponseWrapper: void sendError(int,java.lang.String)>/$stack3
<javax.servlet.http.HttpServletResponseWrapper: void sendError(int)>/$stack2
<javax.servlet.http.HttpServletResponseWrapper: void sendRedirect(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletResponseWrapper: void setDateHeader(java.lang.String,long)>/$stack4
<javax.servlet.http.HttpServletResponseWrapper: void addDateHeader(java.lang.String,long)>/$stack4
<javax.servlet.http.HttpServletResponseWrapper: void setHeader(java.lang.String,java.lang.String)>/$stack3
<javax.servlet.http.HttpServletResponseWrapper: void addHeader(java.lang.String,java.lang.String)>/$stack3
<javax.servlet.http.HttpServletResponseWrapper: void setIntHeader(java.lang.String,int)>/$stack3
<javax.servlet.http.HttpServletResponseWrapper: void addIntHeader(java.lang.String,int)>/$stack3
<javax.servlet.http.HttpServletResponseWrapper: void setStatus(int)>/$stack2
<javax.servlet.http.HttpServletResponseWrapper: void setStatus(int,java.lang.String)>/$stack3
<javax.servlet.http.HttpServletResponseWrapper: int getStatus()>/$stack1
<javax.servlet.http.HttpServletResponseWrapper: java.lang.String getHeader(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletResponseWrapper: java.util.Collection getHeaders(java.lang.String)>/$stack2
<javax.servlet.http.HttpServletResponseWrapper: java.util.Collection getHeaderNames()>/$stack1
<ognl.ASTRootVarRef: java.lang.Object getValueBody(ognl.OgnlContext,java.lang.Object)>/$stack3
<br.com.caelum.vraptor.ioc.spring.HttpServletResponseProvider: javax.servlet.http.HttpServletResponse getObject()>/$stack2
<br.com.caelum.vraptor.ioc.spring.HttpServletResponseProvider: java.lang.Object getObject()>/$stack1
<org.springframework.web.context.support.WebApplicationContextUtils$SessionObjectFactory: javax.servlet.http.HttpSession getObject()>/$stack2
<br.com.caelum.vraptor.ioc.pico.PicoComponentRegistry: br.com.caelum.vraptor.ioc.pico.PicoBasedContainer provideRequestContainer(br.com.caelum.vraptor.core.RequestInfo)>/$stack18
<br.com.caelum.vraptor.ioc.pico.PicoComponentRegistry: org.picocontainer.MutablePicoContainer getSessionContainer(br.com.caelum.vraptor.core.RequestInfo)>/$stack4
<br.com.caelum.vraptor.ioc.spring.HttpSessionProvider: javax.servlet.http.HttpSession getObject()>/$stack2
<br.com.caelum.vraptor.ioc.spring.HttpServletRequestProvider: javax.servlet.http.HttpServletRequest getObject()>/$stack2
<br.com.caelum.vraptor.ioc.spring.HttpServletRequestProvider: java.lang.Object getObject()>/$stack1
<org.springframework.web.context.request.RequestContextListener: void requestInitialized(javax.servlet.ServletRequestEvent)>/$stack4
<org.springframework.web.context.request.RequestContextListener: void requestDestroyed(javax.servlet.ServletRequestEvent)>/$stack4
<br.com.caelum.vraptor.ioc.pico.PicoComponentRegistry$1: void setAttribute(java.lang.String,java.lang.Object)>/$stack4
<org.springframework.web.context.request.ServletWebRequest: java.lang.Object getNativeRequest()>/$stack1
<org.springframework.web.context.request.ServletWebRequest: java.lang.String getHeader(java.lang.String)>/$stack2
<org.springframework.web.context.request.ServletWebRequest: java.lang.String[] getHeaderValues(java.lang.String)>/$stack3
<org.springframework.web.context.request.ServletWebRequest: java.util.Iterator getHeaderNames()>/$stack1
<org.springframework.web.context.request.ServletWebRequest: java.lang.String getParameter(java.lang.String)>/$stack2
<org.springframework.web.context.request.ServletWebRequest: java.lang.String[] getParameterValues(java.lang.String)>/$stack2
<org.springframework.web.context.request.ServletWebRequest: java.util.Iterator getParameterNames()>/$stack1
<org.springframework.web.context.request.ServletWebRequest: java.util.Map getParameterMap()>/$stack1
<org.springframework.web.context.request.ServletWebRequest: java.util.Locale getLocale()>/$stack1
<org.springframework.web.context.request.ServletWebRequest: java.lang.String getContextPath()>/$stack1
<org.springframework.web.context.request.ServletWebRequest: java.lang.String getRemoteUser()>/$stack1
<org.springframework.web.context.request.ServletWebRequest: java.security.Principal getUserPrincipal()>/$stack1
<org.springframework.web.context.request.ServletWebRequest: boolean isUserInRole(java.lang.String)>/$stack2
<org.springframework.web.context.request.ServletWebRequest: boolean isSecure()>/$stack1
<org.springframework.web.context.request.ServletWebRequest: boolean checkNotModified(long)>/$stack10
<org.springframework.web.context.request.ServletWebRequest: boolean checkNotModified(long)>/$stack19
<org.springframework.web.context.request.ServletWebRequest: java.lang.String getDescription(boolean)>/request#_205
<ognl.NumericExpression: java.lang.String coerceToNumeric(java.lang.String,ognl.OgnlContext,ognl.Node)>/value#_70
<ognl.NumericExpression: java.lang.String coerceToNumeric(java.lang.String,ognl.OgnlContext,ognl.Node)>/$stack60
<ognl.NumericExpression: java.lang.String coerceToNumeric(java.lang.String,ognl.OgnlContext,ognl.Node)>/$stack67
<ognl.NumericExpression: java.lang.String coerceToNumeric(java.lang.String,ognl.OgnlContext,ognl.Node)>/$stack78
<ognl.ASTAdd: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack364
<ognl.ASTAdd: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack338
<ognl.ASTAdd: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack283
<br.com.caelum.vraptor.core.JstlLocalization: java.util.Locale localeFor(java.lang.String)>/$stack7
<br.com.caelum.vraptor.core.JstlLocalization: java.lang.Object findByKey(java.lang.String)>/$stack7
<br.com.caelum.vraptor.core.JstlLocalization: java.lang.Object findByKey(java.lang.String)>/$stack14
<br.com.caelum.vraptor.ioc.guice.VRaptorAbstractModule$1: br.com.caelum.vraptor.http.MutableRequest get()>/$stack2
<br.com.caelum.vraptor.ioc.guice.VRaptorAbstractModule$1: java.lang.Object get()>/$stack1
<br.com.caelum.vraptor.VRaptorTest$MyProvider: java.lang.Object provideForRequest(br.com.caelum.vraptor.core.RequestInfo,br.com.caelum.vraptor.core.Execution)>/$stack4
<br.com.caelum.vraptor.resource.DefaultMethodNotAllowedHandler: void deny(br.com.caelum.vraptor.core.RequestInfo,java.util.Set)>/$stack4
<br.com.caelum.vraptor.resource.DefaultMethodNotAllowedHandler: void deny(br.com.caelum.vraptor.core.RequestInfo,java.util.Set)>/$stack9
<br.com.caelum.vraptor.resource.DefaultMethodNotAllowedHandler: void deny(br.com.caelum.vraptor.core.RequestInfo,java.util.Set)>/$stack12
<br.com.caelum.vraptor.http.ognl.ReflectionBasedNullHandler: java.lang.Object nullPropertyValue(java.util.Map,java.lang.Object,java.lang.Object)>/$stack19
<ognl.ListPropertyAccessor: java.lang.String getSourceAccessor(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack11
<ognl.ListPropertyAccessor: java.lang.String getSourceAccessor(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack16
<ognl.ListPropertyAccessor: java.lang.String getSourceAccessor(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack31
<ognl.ListPropertyAccessor: java.lang.String getSourceSetter(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack8
<ognl.ListPropertyAccessor: java.lang.String getSourceSetter(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack13
<ognl.ListPropertyAccessor: java.lang.String getSourceSetter(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack28
<br.com.caelum.vraptor.http.ognl.ListAccessor: java.lang.reflect.Type extractGenericType(ognl.OgnlContext,java.lang.Object)>/$stack10
<ognl.ASTMethod: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack61
<ognl.ASTMethod: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack239
<ognl.ASTProperty: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack13
<ognl.ASTProperty: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack236
<ognl.ASTProperty: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack22
<ognl.ASTProperty: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack161
<ognl.ASTProperty: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack27
<ognl.ASTProperty: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack146
<ognl.ASTProperty: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack155
<ognl.ASTProperty: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack130
<ognl.ASTProperty: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack32
<ognl.ASTProperty: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack35
<ognl.ASTProperty: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack96
<ognl.ASTProperty: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack100
<ognl.ASTMethod: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack50
